"Statistic Label","CensusYear","Sex","Age Group","Towns","UNIT","VALUE"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Kilmallock, Co Limerick","Number","10"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Newcastle West, Co Limerick","Number","35"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Abbeyfeale, Co Limerick","Number","3"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Roscrea, Co Tipperary","Number","17"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Thurles, Co Tipperary","Number","32"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Templemore, Co Tipperary","Number","12"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Nenagh, Co Tipperary","Number","39"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Newport, Co Tipperary","Number","10"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballina, Co Tipperary","Number","3"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Carrick-on-Suir, Co Tipperary","Number","35"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Fethard, Co Tipperary","Number","8"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Clonmel, Counties Tipperary & Waterford","Number","67"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Cashel, Co Tipperary","Number","16"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Cahir, Co Tipperary","Number","6"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Tipperary, Co Tipperary","Number","28"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","183"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Dunmore East, Co Waterford","Number","5"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Tramore, Co Waterford","Number","35"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Portlaw, Co Waterford","Number","8"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Dungarvan, Co Waterford","Number","39"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Galway city and suburbs, Co Galway","Number","177"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballinasloe, Co Galway","Number","30"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Portumna, Co Galway","Number","6"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Loughrea, Co Galway","Number","15"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Athenry, Co Galway","Number","6"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Gort, Co Galway","Number","4"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Tuam, Co Galway","Number","28"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Oranmore, Co Galway","Number","11"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Baile Chláir, Co Galway","Number","1"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Bearna, Co Galway","Number","5"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Maigh Cuilinn, Co Galway","Number","8"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Oughterard, Co Galway","Number","5"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","15"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Manorhamilton, Co Leitrim","Number","7"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballyhaunis, Co Mayo","Number","11"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Claremorris, Co Mayo","Number","14"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballina, Co Mayo","Number","37"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballinrobe, Co Mayo","Number","6"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Castlebar, Co Mayo","Number","34"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Westport, Co Mayo","Number","24"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Roscommon, Co Roscommon","Number","26"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Boyle, Co Roscommon","Number","9"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Castlerea, Co Roscommon","Number","11"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballaghaderreen, Co Roscommon","Number","2"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Sligo, Co Sligo","Number","72"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Collooney, Co Sligo","Number","3"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballysadare, Co Sligo","Number","3"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballymote, Co Sligo","Number","11"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Strandhill, Co Sligo","Number","2"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Tubbercurry, Co Sligo","Number","10"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Kingscourt, Co Cavan","Number","6"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Mullagh, Co Cavan","Number","7"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Bailieborough, Co Cavan","Number","10"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Virginia, Co Cavan","Number","5"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Cootehill, Co Cavan","Number","10"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballyjamesduff, Co Cavan","Number","9"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Cavan, Co Cavan","Number","25"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Belturbet, Co Cavan","Number","6"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Carndonagh, Co Donegal","Number","11"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Buncrana, Co Donegal","Number","24"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Lifford, Co Donegal","Number","7"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Convoy, Co Donegal","Number","3"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Letterkenny, Co Donegal","Number","55"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballybofey-Stranorlar, Co Donegal","Number","18"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Donegal, Co Donegal","Number","13"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Ballyshannon, Co Donegal","Number","12"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Bundoran, Co Donegal","Number","9"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Carrickmacross, Co Monaghan","Number","13"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Castleblayney, Co Monaghan","Number","12"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Monaghan, Co Monaghan","Number","28"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Clones, Co Monaghan","Number","1"
"Population with a disability to a great extent","2022","Female","70 - 74 years","State","Number","13915"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Other towns with a population between 1,000 - 1,499","Number","373"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Other towns with a population under 500","Number","430"
"Population with a disability to a great extent","2022","Female","70 - 74 years","Other towns with a population between 500 - 999","Number","356"
